threshold,ocaml_cluster_counts_average,ocaml_cluster_counts_complete,ocaml_cluster_counts_single,python_cluster_counts_average,python_cluster_counts_complete,python_cluster_counts_single,python_onecluster_cluster_counts_average,python_onecluster_cluster_counts_complete,python_onecluster_cluster_counts_single,python_twenty_cluster_counts_average,python_twenty_cluster_counts_complete,python_twenty_cluster_counts_single0.0,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.01,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.02,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.03,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.04,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.05,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.06,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.07,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.08,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.09,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.1,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.11,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.12,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.13,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.14,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.15,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.16,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.17,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.18,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.19,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.2,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.21,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.22,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.23,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.24,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.25,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.26,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.27,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.28,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.29,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.3,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.31,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.32,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.33,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.34,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.35,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.36,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.37,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.38,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.39,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.4,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.41,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.42,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.43,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.44,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.45,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.46,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.47,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.48,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.49,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.5,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.51,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.52,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.53,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.54,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.55,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.56,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.57,2812,2752,2909,3237,3107,4314,1,1,1,15,15,17
0.58,2811,2751,2884,3235,3103,4303,1,1,1,15,15,17
0.59,2811,2751,2884,3235,3103,4303,1,1,1,15,15,17
0.6,2811,2751,2884,3235,3103,4303,1,1,1,15,15,17
0.61,2811,2751,2884,3234,3103,4303,1,1,1,15,15,17
0.62,2811,2751,2884,3234,3103,4303,1,1,1,15,15,17
0.63,2811,2751,2884,3232,3103,4303,1,1,1,15,15,17
0.64,2811,2751,2883,3232,3103,4303,1,1,1,15,15,17
0.65,2811,2751,2883,3230,3103,4303,1,1,1,15,15,17
0.66,2810,2751,2883,3229,3102,4303,1,1,1,15,15,17
0.67,2810,2751,2883,3227,3100,4303,1,1,1,15,15,17
0.68,2810,2751,2883,3227,3099,4303,1,1,1,15,15,17
0.69,2810,2750,2883,3227,3099,4303,1,1,1,15,15,17
0.7,2810,2750,2883,3227,3099,4303,1,1,1,15,15,17
0.71,1725,1692,1881,1997,1941,3988,1,1,1,7,8,9
0.72,1724,1689,1881,1993,1935,3988,1,1,1,7,8,9
0.73,1722,1681,1874,1989,1930,3988,1,1,1,7,8,1
0.74,1716,1680,1874,1980,1925,3987,1,1,1,7,8,1
0.75,1713,1677,1874,1966,1923,3987,1,1,1,7,8,1
0.76,1710,1672,1855,1960,1914,3985,1,1,1,7,8,1
0.77,1707,1670,1854,1952,1911,3985,1,1,1,7,8,1
0.78,1699,1669,1853,1944,1905,3985,1,1,1,7,8,1
0.79,1698,1668,1852,1943,1898,3985,1,1,1,7,8,1
0.8,1697,1668,1852,1939,1898,3985,1,1,1,7,8,1
0.81,1683,1658,1841,1921,1882,3981,1,1,1,7,8,1
0.82,1680,1657,1841,1910,1881,3981,1,1,1,7,8,1
0.83,1672,1654,1839,1886,1879,3981,1,1,1,7,8,1
0.84,1658,1643,1839,1878,1866,3978,1,1,1,7,8,1
0.85,1649,1642,1839,1871,1863,3978,1,1,1,7,8,1
0.86,1642,1642,1839,1858,1850,3978,1,1,1,7,8,1
0.87,1629,1638,1839,1851,1847,3978,1,1,1,7,8,1
0.88,1618,1608,1796,1833,1821,3976,1,1,1,7,8,1
0.89,1616,1608,1796,1811,1815,3976,1,1,1,7,5,1
0.9,1605,1602,1795,1793,1806,3976,1,1,1,7,5,1
0.91,1590,1597,1791,1772,1794,3976,1,1,1,7,5,1
0.92,1589,1592,1791,1754,1787,3976,1,1,1,7,5,1
0.93,1572,1579,1766,1737,1772,3975,1,1,1,7,5,1
0.94,1564,1577,1765,1710,1767,3975,1,1,1,7,5,1
0.95,1538,1565,1765,1695,1749,3973,1,1,1,7,5,1
0.96,1528,1563,1765,1680,1747,3973,1,1,1,7,5,1
0.97,1511,1550,1759,1644,1720,3973,1,1,1,7,5,1
0.98,1490,1543,1757,1622,1709,3972,1,1,1,7,5,1
0.99,1478,1535,1755,1597,1704,3971,1,1,1,7,5,1
1.0,1446,1418,1629,1567,1627,3961,1,1,1,7,5,1
1.01,1436,1418,1629,1556,1625,3961,1,1,1,7,5,1
1.02,1429,1404,1629,1538,1614,3961,1,1,1,7,5,1
1.03,1420,1392,1627,1503,1586,3961,1,1,1,7,5,1
1.04,1394,1374,1616,1471,1560,3961,1,1,1,3,5,1
1.05,1354,1363,1611,1434,1527,3961,1,1,1,3,5,1
1.06,1322,1319,1596,1376,1487,3961,1,1,1,3,5,1
1.07,1303,1306,1595,1334,1474,3961,1,1,1,3,4,1
1.08,1282,1260,1594,1287,1421,3961,1,1,1,1,4,1
1.09,1260,1253,1593,1226,1399,3961,1,1,1,1,4,1
1.1,1220,1148,1525,1154,1295,3960,1,1,1,1,4,1
1.11,1170,1102,1521,1095,1210,3957,1,1,1,1,4,1
1.12,1139,1086,1518,1049,1169,3957,1,1,1,1,4,1
1.13,1060,974,1472,937,1077,3956,1,1,1,1,4,1
1.14,990,877,1442,797,928,3956,1,1,1,1,4,1
1.15,861,724,1411,633,644,3956,1,1,1,1,1,1
1.16,1,1,1,1,1,1,1,1,1,1,1,1
1.17,1,1,1,1,1,1,1,1,1,1,1,1
1.18,1,1,1,1,1,1,1,1,1,1,1,1
1.19,1,1,1,1,1,1,1,1,1,1,1,1
1.2,1,1,1,1,1,1,1,1,1,1,1,1
1.21,1,1,1,1,1,1,1,1,1,1,1,1
1.22,1,1,1,1,1,1,1,1,1,1,1,1
1.23,1,1,1,1,1,1,1,1,1,1,1,1
1.24,1,1,1,1,1,1,1,1,1,1,1,1
1.25,1,1,1,1,1,1,1,1,1,1,1,1
